,guest,hotel,net_earning,guest_satisfaction
47,guest_54,hotel_373,247.95,3
48,guest_3768,hotel_58,105.6,2
49,guest_2862,hotel_252,53.76,2
50,guest_2855,hotel_349,108.54,4
51,guest_2662,hotel_21,184.44,2
52,guest_3208,hotel_57,108.54,4
53,guest_3297,hotel_395,202.56,3
54,guest_3077,hotel_373,232.29,2
55,guest_2988,hotel_7,63.480000000000004,3
56,guest_1666,hotel_85,278.34999999999997,4
57,guest_3582,hotel_153,79.2,1
58,guest_2907,hotel_273,57.42,5
59,guest_612,hotel_32,165.12,4
60,guest_3652,hotel_325,171.72,5
61,guest_2153,hotel_325,199.28,5
62,guest_2838,hotel_180,201.6,3
63,guest_3738,hotel_59,105.56,2
64,guest_201,hotel_59,93.96000000000001,2
65,guest_3917,hotel_373,229.68,5
66,guest_2594,hotel_235,115.6,2
67,guest_1351,hotel_32,168.56,2
68,guest_1366,hotel_235,116.96,2
69,guest_1303,hotel_237,249.0,5
70,guest_2034,hotel_273,55.44,4
71,guest_993,hotel_395,179.35,3
72,guest_1157,hotel_32,172.0,3
73,guest_1717,hotel_313,183.0,2
74,guest_3716,hotel_82,233.1,3
75,guest_828,hotel_324,265.88,3
76,guest_3973,hotel_297,227.07,2
77,guest_3971,hotel_59,103.24,4
78,guest_1247,hotel_307,232.20000000000002,3
79,guest_2786,hotel_154,230.85,4
80,guest_1838,hotel_59,104.4,5
81,guest_638,hotel_376,230.85999999999999,4
82,guest_3342,hotel_57,125.96,4
83,guest_1019,hotel_213,248.32,2
84,guest_556,hotel_186,152.04,5
85,guest_1016,hotel_376,235.62,4
86,guest_3362,hotel_124,249.9,3
87,guest_3585,hotel_128,167.57999999999998,4
88,guest_545,hotel_373,232.29,2
89,guest_1315,hotel_313,166.53,5
90,guest_135,hotel_235,114.24,3
91,guest_1822,hotel_40,88.2,1
92,guest_3798,hotel_90,71.39999999999999,1
93,guest_1412,hotel_313,148.23000000000002,3
94,guest_3144,hotel_57,119.26,4
95,guest_277,hotel_119,216.81,5
96,guest_923,hotel_191,222.5,4
97,guest_1463,hotel_313,159.21,4
98,guest_1663,hotel_305,65.12,3
99,guest_2150,hotel_235,121.04,4
100,guest_1380,hotel_313,177.51,4
101,guest_770,hotel_313,172.01999999999998,4
102,guest_36,hotel_58,100.8,4
103,guest_1548,hotel_395,200.45,3
104,guest_1311,hotel_297,219.23999999999998,4
105,guest_2039,hotel_395,206.78,2
106,guest_3472,hotel_131,226.8,5
107,guest_648,hotel_273,54.120000000000005,5
108,guest_2659,hotel_387,78.2,1
109,guest_2420,hotel_376,233.24,3
110,guest_3977,hotel_273,58.74,3
111,guest_1377,hotel_191,235.0,5
112,guest_3668,hotel_373,261.0,5
113,guest_2521,hotel_273,63.36,2
114,guest_1651,hotel_325,178.07999999999998,3
115,guest_1613,hotel_301,52.0,5
116,guest_3526,hotel_52,132.6,5
117,guest_1063,hotel_148,181.28,4
118,guest_907,hotel_204,87.42,2
119,guest_2060,hotel_252,62.72,4
120,guest_1177,hotel_180,197.12,3
121,guest_924,hotel_349,113.89999999999999,2
122,guest_2820,hotel_305,71.03999999999999,4
123,guest_262,hotel_349,112.56,5
124,guest_206,hotel_395,181.46,4
125,guest_1842,hotel_247,54.6,4
126,guest_3196,hotel_253,262.08,3
127,guest_3456,hotel_85,269.56,3
128,guest_2732,hotel_313,172.01999999999998,2
129,guest_30,hotel_213,230.4,5
130,guest_2226,hotel_373,245.33999999999997,5
131,guest_3773,hotel_297,258.39,3
132,guest_1409,hotel_119,197.1,3
133,guest_3735,hotel_6,54.519999999999996,5
134,guest_1829,hotel_376,238.0,5
135,guest_2615,hotel_273,62.04,5
136,guest_1700,hotel_32,142.76,4
137,guest_2972,hotel_57,123.28,4
138,guest_852,hotel_250,280.12,4
139,guest_2429,hotel_90,85.0,5
140,guest_1677,hotel_149,233.51999999999998,4
141,guest_475,hotel_253,232.04999999999998,4
142,guest_2137,hotel_313,150.06,4
143,guest_770,hotel_313,172.01999999999998,4
144,guest_319,hotel_253,248.43,3
145,guest_1927,hotel_164,240.23999999999998,2
146,guest_3219,hotel_253,253.89,3
147,guest_2032,hotel_252,58.24,2
148,guest_3267,hotel_57,120.60000000000001,3
149,guest_3353,hotel_253,259.34999999999997,4
150,guest_2710,hotel_400,145.0,2
151,guest_1954,hotel_316,168.3,1
152,guest_1062,hotel_169,243.38,4
153,guest_990,hotel_154,213.84,5
154,guest_1780,hotel_297,247.95,5
155,guest_752,hotel_33,91.8,5
156,guest_2969,hotel_364,149.6,4
157,guest_888,hotel_31,176.22,4
158,guest_3017,hotel_88,66.0,3
159,guest_485,hotel_204,76.26,4
160,guest_743,hotel_53,50.4,3
161,guest_2299,hotel_373,234.9,4
162,guest_63,hotel_273,59.4,2
163,guest_2315,hotel_242,47.309999999999995,5
164,guest_2932,hotel_252,58.24,3
165,guest_1716,hotel_57,117.92,5
166,guest_2483,hotel_84,182.25,5
167,guest_2534,hotel_313,177.51,4
168,guest_1349,hotel_21,201.39999999999998,4
169,guest_551,hotel_300,198.54999999999998,5
170,guest_1270,hotel_313,155.54999999999998,4
171,guest_3570,hotel_32,139.32000000000002,3
172,guest_322,hotel_112,69.7,3
173,guest_862,hotel_376,214.20000000000002,4
174,guest_1005,hotel_252,59.519999999999996,2
175,guest_1326,hotel_149,278.0,4
176,guest_1660,hotel_197,116.24999999999999,2
177,guest_192,hotel_325,182.32,2
178,guest_2289,hotel_325,205.64,4
179,guest_440,hotel_39,232.9,3
180,guest_1196,hotel_57,134.0,3
181,guest_1215,hotel_85,269.56,1
182,guest_1788,hotel_252,56.96,4
183,guest_771,hotel_54,233.24,5
184,guest_1694,hotel_191,230.0,4
185,guest_1817,hotel_376,211.82,2
186,guest_2467,hotel_98,180.9,5
187,guest_2598,hotel_376,197.54,4
188,guest_1992,hotel_154,199.26000000000002,5
189,guest_1273,hotel_214,65.57,5
190,guest_1159,hotel_57,113.89999999999999,2
191,guest_2435,hotel_252,62.08,2
192,guest_824,hotel_373,237.51000000000002,5
193,guest_565,hotel_278,237.15,2
194,guest_3987,hotel_57,109.88000000000001,2
195,guest_874,hotel_339,72.52,1
196,guest_1367,hotel_157,59.800000000000004,5
197,guest_3859,hotel_164,257.40000000000003,3
198,guest_515,hotel_252,54.4,3
199,guest_1234,hotel_273,64.02,3
200,guest_797,hotel_273,65.34,4
201,guest_445,hotel_84,213.75,2
202,guest_1738,hotel_39,268.52,1
203,guest_3858,hotel_32,156.52,5
204,guest_3419,hotel_252,64.0,2
205,guest_1464,hotel_252,53.12,4
206,guest_3894,hotel_313,161.04,5
207,guest_761,hotel_390,143.55,1
208,guest_3221,hotel_273,54.779999999999994,3
209,guest_2995,hotel_247,52.2,5
210,guest_3337,hotel_1,259.34999999999997,3
211,guest_2808,hotel_313,159.21,2
212,guest_2205,hotel_300,209.0,4
213,guest_235,hotel_305,60.68000000000001,3
214,guest_2527,hotel_119,216.81,4
215,guest_3838,hotel_32,163.4,3
216,guest_2857,hotel_252,63.36,3
217,guest_120,hotel_9,206.57,5
218,guest_750,hotel_7,61.410000000000004,4
219,guest_3328,hotel_34,149.64,4
220,guest_132,hotel_273,55.44,5
221,guest_3644,hotel_252,63.36,4
222,guest_1688,hotel_324,283.21999999999997,2
223,guest_3185,hotel_169,268.84999999999997,3
224,guest_1238,hotel_84,198.0,2
225,guest_285,hotel_85,254.91,1
226,guest_698,hotel_252,55.04,5
227,guest_1697,hotel_128,157.32,4
228,guest_3947,hotel_325,182.32,4
229,guest_2999,hotel_339,68.82,4
230,guest_2419,hotel_98,170.85,5
231,guest_1731,hotel_58,104.4,5
232,guest_1305,hotel_373,253.17,2
233,guest_255,hotel_339,64.38,5
234,guest_3642,hotel_180,208.32,5
235,guest_3050,hotel_373,245.33999999999997,2
236,guest_3794,hotel_44,216.27,5
237,guest_549,hotel_154,243.0,3
238,guest_1234,hotel_273,64.02,3
239,guest_94,hotel_124,214.2,5
240,guest_2441,hotel_302,293.0,5
241,guest_3313,hotel_339,69.56,4
242,guest_3908,hotel_273,58.08,2
243,guest_1543,hotel_373,237.51000000000002,2
244,guest_3731,hotel_84,198.0,4
245,guest_1661,hotel_204,88.35,3
246,guest_3570,hotel_32,139.32000000000002,3
247,guest_1681,hotel_347,196.56,1
248,guest_482,hotel_349,127.3,5
249,guest_1709,hotel_169,274.51,5
250,guest_1070,hotel_273,61.379999999999995,4
251,guest_2195,hotel_283,69.58,5
252,guest_2603,hotel_40,88.2,5
253,guest_1292,hotel_301,47.84,4
254,guest_1381,hotel_250,271.18,4
255,guest_1803,hotel_278,256.68,2
256,guest_1728,hotel_364,172.48,3
257,guest_492,hotel_32,166.84,2
258,guest_749,hotel_324,283.21999999999997,3
259,guest_3797,hotel_161,158.26000000000002,5
260,guest_3348,hotel_395,204.67,5
261,guest_2089,hotel_297,253.17,4
262,guest_42,hotel_297,232.29,4
263,guest_3940,hotel_33,105.84,3
264,guest_2697,hotel_153,74.7,3
265,guest_1916,hotel_278,276.21,2
266,guest_658,hotel_313,179.34,3
267,guest_768,hotel_58,116.39999999999999,5
268,guest_854,hotel_9,211.10999999999999,5
269,guest_908,hotel_186,162.9,4
270,guest_654,hotel_373,214.02,5
271,guest_1462,hotel_376,230.85999999999999,4
272,guest_2044,hotel_278,265.05,5
273,guest_2836,hotel_301,46.800000000000004,5
274,guest_2218,hotel_58,118.8,3
275,guest_3403,hotel_376,211.82,3
276,guest_3058,hotel_213,240.64,5
277,guest_3581,hotel_250,271.18,4
278,guest_2964,hotel_114,167.32,5
279,guest_2329,hotel_349,128.64,3
280,guest_3685,hotel_21,192.92000000000002,2
281,guest_1431,hotel_58,111.6,4
282,guest_2559,hotel_191,247.5,4
283,guest_1652,hotel_339,63.64,5
284,guest_3433,hotel_164,234.52,5
285,guest_397,hotel_33,103.67999999999999,3
286,guest_1752,hotel_305,63.64,4
287,guest_3998,hotel_374,163.67999999999998,3
288,guest_592,hotel_325,171.72,2
289,guest_1436,hotel_115,214.72,1
290,guest_691,hotel_153,73.80000000000001,5
291,guest_2676,hotel_324,262.99,3
292,guest_578,hotel_164,280.28,3
293,guest_2756,hotel_313,183.0,4
294,guest_2072,hotel_180,219.51999999999998,4
295,guest_971,hotel_186,166.52,5
296,guest_369,hotel_305,69.56,3
297,guest_492,hotel_32,166.84,2
298,guest_1906,hotel_313,150.06,4
299,guest_2561,hotel_376,211.82,2
300,guest_41,hotel_31,176.22,5
301,guest_707,hotel_32,141.04000000000002,3
302,guest_1726,hotel_247,59.4,5
303,guest_3048,hotel_59,105.56,5
304,guest_979,hotel_176,288.09,5
305,guest_920,hotel_380,258.1,1
306,guest_1962,hotel_400,145.0,5
307,guest_237,hotel_186,170.14,4
308,guest_1830,hotel_154,211.41,5
309,guest_933,hotel_305,74.0,4
310,guest_2542,hotel_349,121.94,4
311,guest_2328,hotel_278,237.15,3
312,guest_1945,hotel_149,266.88,2
313,guest_2956,hotel_154,221.13,2
314,guest_3915,hotel_33,90.72,3
315,guest_840,hotel_313,159.21,2
316,guest_2317,hotel_169,254.70000000000002,4
317,guest_1500,hotel_278,245.52,5
318,guest_3191,hotel_84,207.0,5
319,guest_13,hotel_102,72.27,4
320,guest_3645,hotel_339,71.78,3
321,guest_1522,hotel_32,172.0,4
322,guest_1145,hotel_213,253.44,4
323,guest_3188,hotel_395,200.45,5
324,guest_2553,hotel_84,193.5,5
325,guest_470,hotel_32,168.56,4
326,guest_1063,hotel_148,181.28,4
327,guest_160,hotel_154,208.98,4
328,guest_754,hotel_59,105.56,4
329,guest_3646,hotel_325,197.16,3
330,guest_2378,hotel_84,220.5,3
331,guest_3491,hotel_59,110.19999999999999,3
332,guest_2152,hotel_377,141.95,5
333,guest_2275,hotel_325,182.32,5
334,guest_3492,hotel_59,99.76,4
335,guest_3761,hotel_118,168.32999999999998,3
336,guest_3618,hotel_281,138.6,3
337,guest_1235,hotel_325,184.44,4
338,guest_436,hotel_325,182.32,4
339,guest_2979,hotel_204,87.42,2
340,guest_1620,hotel_157,59.15,5
341,guest_3365,hotel_90,68.85000000000001,3
342,guest_3351,hotel_33,99.36,3
343,guest_24,hotel_157,65.0,3
344,guest_1118,hotel_300,181.83,3
345,guest_894,hotel_191,237.5,5
346,guest_3622,hotel_285,193.44,1
347,guest_234,hotel_169,283.0,5
348,guest_1891,hotel_169,263.19,4
349,guest_758,hotel_59,112.52,2
350,guest_3328,hotel_34,149.64,4
351,guest_297,hotel_164,254.54,2
352,guest_1756,hotel_339,61.419999999999995,5
353,guest_2143,hotel_250,277.14,5
354,guest_1632,hotel_52,140.4,3
355,guest_3888,hotel_377,153.64000000000001,4
356,guest_1820,hotel_84,220.5,2
357,guest_1266,hotel_261,198.54999999999998,1
358,guest_1953,hotel_34,163.4,4
359,guest_2160,hotel_59,95.12,4
360,guest_17,hotel_375,238.52,5
361,guest_2308,hotel_121,54.879999999999995,3
362,guest_1723,hotel_295,75.24,5
363,guest_141,hotel_98,170.85,3
364,guest_582,hotel_395,192.01000000000002,2
365,guest_456,hotel_339,65.12,4
366,guest_3189,hotel_305,66.60000000000001,3
367,guest_221,hotel_400,123.25,3
368,guest_786,hotel_169,232.06000000000003,4
369,guest_3359,hotel_169,251.87,4
370,guest_2924,hotel_84,195.75,3
371,guest_3376,hotel_191,210.0,5
372,guest_836,hotel_61,127.17,4
373,guest_1675,hotel_301,51.48,4
374,guest_1477,hotel_325,207.76,3
375,guest_2163,hotel_191,230.0,5
376,guest_2237,hotel_149,244.64000000000001,5
377,guest_2431,hotel_90,76.5,1
378,guest_1679,hotel_58,118.8,3
379,guest_461,hotel_26,50.6,2
380,guest_28,hotel_309,98.82000000000001,4
381,guest_2927,hotel_82,238.28,4
382,guest_1893,hotel_169,283.0,3
383,guest_3315,hotel_32,163.4,4
384,guest_1808,hotel_300,200.64,1
385,guest_2378,hotel_84,220.5,3
386,guest_3124,hotel_180,192.64,4
387,guest_96,hotel_191,222.5,5
388,guest_1080,hotel_398,92.82000000000001,1
389,guest_3333,hotel_377,146.96,5
390,guest_224,hotel_32,149.64,5
391,guest_2134,hotel_149,225.18,5
392,guest_1331,hotel_59,99.76,5
393,guest_3032,hotel_59,98.6,3
394,guest_2337,hotel_395,206.78,3
395,guest_3684,hotel_50,187.20000000000002,5
396,guest_3830,hotel_1,229.32,3
397,guest_668,hotel_180,221.76,2
398,guest_3657,hotel_82,233.1,3
399,guest_3075,hotel_128,147.06,2
400,guest_2309,hotel_128,147.06,2
401,guest_2238,hotel_202,256.32,1
402,guest_398,hotel_124,206.55,5
403,guest_3349,hotel_157,62.4,4
404,guest_69,hotel_214,69.52,4
405,guest_3193,hotel_186,175.57,4
406,guest_892,hotel_180,219.51999999999998,2
407,guest_3894,hotel_247,52.8,3
408,guest_3435,hotel_328,191.1,3
409,guest_2009,hotel_304,114.80000000000001,1
410,guest_3624,hotel_400,126.15,3
411,guest_3271,hotel_395,181.46,3
412,guest_2256,hotel_32,147.92,4
413,guest_1352,hotel_149,227.96,5
414,guest_3979,hotel_41,231.24,4
415,guest_1290,hotel_324,248.54,5
416,guest_1693,hotel_186,150.23,2
417,guest_3375,hotel_121,51.52,3
418,guest_1539,hotel_374,142.56,4
419,guest_2409,hotel_278,237.15,2
420,guest_2836,hotel_301,46.800000000000004,5
421,guest_2915,hotel_278,245.52,4
422,guest_445,hotel_41,267.9,3
423,guest_1482,hotel_124,221.85,4
424,guest_225,hotel_61,133.45,4
425,guest_2060,hotel_85,287.14,4
426,guest_1484,hotel_128,159.03,2
427,guest_1070,hotel_305,68.82,3
428,guest_1236,hotel_31,170.28,4
429,guest_208,hotel_305,71.78,1
430,guest_447,hotel_278,231.57,3
431,guest_3330,hotel_250,298.0,3
432,guest_1424,hotel_59,105.56,5
433,guest_2440,hotel_305,65.86,4
434,guest_1613,hotel_301,52.0,5
435,guest_1282,hotel_247,52.8,3
436,guest_489,hotel_174,72.0,1
437,guest_3024,hotel_59,116.0,3
438,guest_3138,hotel_186,171.95,4
439,guest_3014,hotel_278,237.15,3
440,guest_631,hotel_250,256.28,1
441,guest_559,hotel_124,252.45,4
442,guest_109,hotel_149,241.85999999999999,1
443,guest_3461,hotel_44,221.13,3
444,guest_2846,hotel_34,139.32000000000002,4
445,guest_2017,hotel_58,112.8,2
446,guest_3157,hotel_305,71.03999999999999,4
447,guest_672,hotel_149,247.42000000000002,4
448,guest_3192,hotel_128,157.32,4
449,guest_714,hotel_218,87.42,3
450,guest_1971,hotel_90,70.55,3
451,guest_1998,hotel_247,54.0,2
452,guest_2912,hotel_213,215.04,2
453,guest_3969,hotel_278,270.63,5
454,guest_3232,hotel_305,59.940000000000005,4
455,guest_1117,hotel_186,152.04,5
456,guest_1494,hotel_186,150.23,3
457,guest_186,hotel_90,74.8,4
458,guest_635,hotel_169,263.19,5
459,guest_665,hotel_44,235.70999999999998,5
460,guest_1508,hotel_186,164.71,2
461,guest_3742,hotel_247,60.0,5
462,guest_3475,hotel_180,212.79999999999998,3
463,guest_585,hotel_314,252.07000000000002,3
464,guest_1047,hotel_213,207.36,5
465,guest_3149,hotel_186,173.76,4
466,guest_1173,hotel_58,110.4,4
467,guest_2461,hotel_218,91.14,5
468,guest_228,hotel_53,53.76,5
469,guest_141,hotel_98,170.85,3
470,guest_128,hotel_180,208.32,4
471,guest_2264,hotel_27,278.07,5
472,guest_1057,hotel_247,55.2,5
473,guest_1301,hotel_180,224.0,2
474,guest_979,hotel_176,288.09,5
475,guest_2798,hotel_34,146.2,3
476,guest_2622,hotel_278,253.89000000000001,2
477,guest_1821,hotel_1,262.08,4
478,guest_41,hotel_31,176.22,5
479,guest_3966,hotel_278,242.73,2
480,guest_125,hotel_169,249.04,5
481,guest_79,hotel_157,64.35,4
482,guest_2938,hotel_302,290.07,1
483,guest_3942,hotel_180,206.08,5
484,guest_1978,hotel_34,161.67999999999998,2
485,guest_2801,hotel_327,223.44,1
486,guest_220,hotel_59,104.4,3
487,guest_93,hotel_160,61.88,4
488,guest_2301,hotel_149,255.76000000000002,2
489,guest_561,hotel_71,175.0,1
490,guest_2701,hotel_58,102.0,5
491,guest_825,hotel_31,168.29999999999998,3
492,guest_1794,hotel_90,74.8,5
493,guest_444,hotel_261,177.65,5
494,guest_2359,hotel_309,98.82000000000001,5
495,guest_1545,hotel_169,257.53000000000003,5
496,guest_1276,hotel_221,161.54000000000002,1
497,guest_3427,hotel_311,237.82,3
498,guest_3098,hotel_120,57.42,3
499,guest_421,hotel_98,182.91,2
500,guest_2031,hotel_149,252.98000000000002,5
501,guest_3382,hotel_197,118.75,3
502,guest_1216,hotel_58,117.6,3
503,guest_2548,hotel_191,232.49999999999997,3
504,guest_1385,hotel_173,89.24000000000001,4
505,guest_2211,hotel_310,214.0,3
506,guest_1934,hotel_214,70.31,1
507,guest_2013,hotel_218,86.49,2
508,guest_2287,hotel_169,243.38,2
509,guest_813,hotel_6,53.36,5
510,guest_1531,hotel_169,277.34,5
511,guest_2684,hotel_191,202.5,3
512,guest_3714,hotel_305,73.26,5
513,guest_3611,hotel_180,199.36,5
514,guest_229,hotel_186,146.61,2
515,guest_1090,hotel_149,244.64000000000001,5
516,guest_634,hotel_124,209.10000000000002,2
517,guest_776,hotel_160,61.2,1
518,guest_2612,hotel_112,73.8,4
519,guest_226,hotel_278,256.68,2
520,guest_3759,hotel_21,201.39999999999998,4
521,guest_3107,hotel_247,55.2,2
522,guest_3509,hotel_34,139.32000000000002,4
523,guest_2411,hotel_197,103.75,5
524,guest_1039,hotel_250,295.02,4
525,guest_673,hotel_175,116.39999999999999,3
526,guest_3241,hotel_88,61.50000000000001,4
527,guest_2190,hotel_54,195.16000000000003,5
528,guest_2501,hotel_383,158.42000000000002,1
529,guest_2215,hotel_149,272.44,2
530,guest_2986,hotel_346,175.0,1
531,guest_2300,hotel_278,276.21,3
532,guest_2171,hotel_186,171.95,4
533,guest_3935,hotel_124,229.5,2
534,guest_2839,hotel_353,169.42,4
535,guest_1416,hotel_311,207.46,3
536,guest_1401,hotel_218,87.42,4
537,guest_46,hotel_247,52.2,4
538,guest_2625,hotel_213,256.0,4
539,guest_3501,hotel_283,61.77,1
540,guest_3484,hotel_40,81.33999999999999,3
541,guest_2211,hotel_310,214.0,3
542,guest_2126,hotel_124,211.64999999999998,1
543,guest_2076,hotel_186,157.47,4
544,guest_529,hotel_242,52.440000000000005,2
545,guest_1097,hotel_191,205.00000000000003,5
546,guest_2771,hotel_56,183.82,5
547,guest_3264,hotel_186,162.9,5
548,guest_3863,hotel_112,68.06,3
549,guest_2349,hotel_161,173.70000000000002,2
550,guest_3447,hotel_98,168.84,4
551,guest_374,hotel_130,122.64,3
552,guest_2384,hotel_278,251.1,4
553,guest_3270,hotel_90,78.2,3
554,guest_132,hotel_34,144.48,4
555,guest_559,hotel_124,252.45,4
556,guest_3435,hotel_328,191.1,3
557,guest_1856,hotel_197,122.5,3
558,guest_2907,hotel_305,64.38,4
559,guest_1807,hotel_61,133.45,5
560,guest_620,hotel_283,68.16,3
561,guest_2066,hotel_59,93.96000000000001,2
562,guest_1548,hotel_124,242.25,3
563,guest_155,hotel_390,156.75,5
564,guest_241,hotel_191,227.5,5
565,guest_374,hotel_130,122.64,3
566,guest_3384,hotel_213,222.72,4
567,guest_231,hotel_218,87.42,2
568,guest_3039,hotel_250,292.04,3
569,guest_1084,hotel_278,248.31,5
570,guest_3083,hotel_191,220.0,4
571,guest_555,hotel_261,173.47,3
572,guest_845,hotel_82,246.04999999999998,3
573,guest_775,hotel_385,221.16,1
574,guest_1685,hotel_158,110.88,3
575,guest_404,hotel_59,97.44,5
576,guest_3287,hotel_250,256.28,4
577,guest_1401,hotel_218,87.42,4
578,guest_2712,hotel_98,172.85999999999999,2
579,guest_3240,hotel_82,212.38000000000002,3
580,guest_642,hotel_112,72.98,1
581,guest_358,hotel_162,234.78,1
582,guest_1766,hotel_149,255.76000000000002,3
583,guest_2730,hotel_191,210.0,2
584,guest_1453,hotel_382,124.8,1
585,guest_2928,hotel_82,230.51,2
586,guest_3539,hotel_278,239.94,3
587,guest_187,hotel_347,183.6,5
588,guest_1252,hotel_180,203.84,5
589,guest_3439,hotel_81,209.16,1
590,guest_1699,hotel_305,61.419999999999995,3
591,guest_1359,hotel_305,65.12,3
592,guest_2974,hotel_202,239.04,3
593,guest_1183,hotel_41,265.08,5
594,guest_1489,hotel_47,52.379999999999995,5
595,guest_1017,hotel_1,245.70000000000002,4
596,guest_1391,hotel_214,65.57,3
597,guest_2829,hotel_1,240.24,4
598,guest_3402,hotel_197,116.24999999999999,2
599,guest_2915,hotel_218,81.84,5
600,guest_2458,hotel_88,69.75,4
601,guest_1789,hotel_27,296.01,3
602,guest_1239,hotel_34,158.24,5
603,guest_3483,hotel_197,107.5,5
604,guest_972,hotel_58,104.4,5
605,guest_856,hotel_21,188.68,2
606,guest_2734,hotel_98,162.81,3
607,guest_3141,hotel_88,75.0,1
608,guest_2986,hotel_346,175.0,1
609,guest_1336,hotel_282,214.49,3
610,guest_3195,hotel_88,72.75,2
611,guest_1645,hotel_41,250.98,3
612,guest_1072,hotel_21,212.0,4
613,guest_252,hotel_88,75.0,5
614,guest_1744,hotel_34,146.2,3
615,guest_2833,hotel_21,192.92000000000002,3
616,guest_2076,hotel_58,104.4,3
617,guest_2789,hotel_314,268.69,5
618,guest_3906,hotel_34,147.92,3
619,guest_112,hotel_213,227.84,4
620,guest_3459,hotel_1,234.78,5
621,guest_1056,hotel_374,153.12,3
622,guest_1357,hotel_377,161.99,4
623,guest_2669,hotel_282,241.0,2
624,guest_428,hotel_369,123.69,5
625,guest_3508,hotel_218,93.0,2
626,guest_3966,hotel_112,71.34,4
627,guest_1784,hotel_140,204.0,1
628,guest_2840,hotel_82,233.1,2
629,guest_2142,hotel_60,198.44000000000003,5
630,guest_2640,hotel_82,233.1,4
631,guest_1990,hotel_221,175.33,4
632,guest_1852,hotel_247,49.8,4
633,guest_2557,hotel_214,69.52,3
634,guest_2147,hotel_166,202.96,5
635,guest_3687,hotel_181,96.12,1
636,guest_2745,hotel_305,68.82,3
637,guest_134,hotel_44,221.13,3
638,guest_2932,hotel_311,230.23000000000002,3
639,guest_2827,hotel_213,222.72,5
640,guest_2540,hotel_359,146.70000000000002,1
641,guest_918,hotel_305,66.60000000000001,3
642,guest_3739,hotel_112,78.72,4
643,guest_3205,hotel_247,49.2,5
644,guest_3893,hotel_27,251.16,3
645,guest_2773,hotel_90,74.8,3
646,guest_3448,hotel_108,106.92,5
647,guest_2143,hotel_250,277.14,5
648,guest_620,hotel_283,68.16,3
649,guest_2722,hotel_128,152.19,5
650,guest_485,hotel_88,61.50000000000001,2
651,guest_2554,hotel_162,247.67999999999998,5
652,guest_750,hotel_7,61.410000000000004,4
653,guest_1012,hotel_112,72.98,5
654,guest_1877,hotel_58,118.8,5
655,guest_240,hotel_390,133.65,4
656,guest_3890,hotel_358,209.0,5
657,guest_2669,hotel_282,241.0,2
658,guest_650,hotel_82,259.0,4
659,guest_3258,hotel_310,211.85999999999999,5
660,guest_72,hotel_300,190.19,3
661,guest_1251,hotel_58,98.4,3
662,guest_3214,hotel_202,247.68,3
663,guest_3241,hotel_88,61.50000000000001,4
664,guest_470,hotel_88,73.5,4
665,guest_274,hotel_400,143.55,4
666,guest_1615,hotel_398,92.82000000000001,3
667,guest_376,hotel_44,213.84,3
668,guest_509,hotel_21,207.76,3
669,guest_1238,hotel_82,227.92,2
670,guest_1131,hotel_90,84.15,4
671,guest_776,hotel_160,61.2,1
672,guest_2855,hotel_41,228.42000000000002,3
673,guest_709,hotel_31,188.1,4
674,guest_3082,hotel_118,159.28,5
675,guest_3213,hotel_80,200.76,4
676,guest_1554,hotel_247,52.2,5
677,guest_1937,hotel_195,76.14,1
678,guest_2500,hotel_250,277.14,4
